Date,state_name,state_code,district_name,district_code,confirmed_district,recovered_district,deceased_district,total_confirmed_district,total_recovered_district,total_deceased_district,confirmed_state,recovered_state,deceased_state,total_confirmed_state,total_recovered_state,total_deceased_state,confirmed_india,recovered_india,deceased_india,total_confirmed_india,total_recovered_india,total_deceased_india
03-01-2021,Arunachal Pradesh,12.0,Tawang,238.0,484,461,2,484,461,2,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Arunachal Pradesh,12.0,Tirap,239.0,586,583,2,586,583,2,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Arunachal Pradesh,12.0,Upper Siang,240.0,360,360,0,360,360,0,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Arunachal Pradesh,12.0,Upper Subansiri,241.0,441,439,2,441,439,2,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Arunachal Pradesh,12.0,West Kameng,242.0,923,909,4,923,909,4,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Arunachal Pradesh,12.0,West Siang,243.0,1029,1024,3,1029,1024,3,16732,16583,56,16732,16583,56,16678,19658,215,10341291,9946131,149686
03-01-2021,Assam,18.0,Unknown,,216304,212129,1052,216304,212129,1052,216304,212129,1052,216304,212129,1052,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Araria,188.0,7171,7114,22,7171,7114,22,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Arwal,611.0,2329,2283,12,2329,2283,12,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Aurangabad,189.0,5201,5146,15,5201,5146,15,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Banka,190.0,3468,3332,19,3468,3332,19,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Begusarai,191.0,7759,7603,34,7759,7603,34,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Bhagalpur,192.0,9399,9196,77,9399,9196,77,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Bhojpur,193.0,4989,4914,42,4989,4914,42,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Buxar,194.0,3978,3933,18,3978,3933,18,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Darbhanga,195.0,4065,3976,32,4065,3976,32,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,East Champaran,213.0,8337,8229,50,8337,8229,50,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Gaya,196.0,7798,7637,60,7798,7637,60,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Gopalganj,197.0,5729,5677,15,5729,5677,15,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Jamui,198.0,3149,3116,10,3149,3116,10,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Jehanabad,199.0,4504,4402,21,4504,4402,21,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Kaimur,200.0,2109,2056,10,2109,2056,10,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Katihar,201.0,7183,7136,12,7183,7136,12,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Khagaria,202.0,3072,3049,12,3072,3049,12,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Kishanganj,203.0,4289,4155,13,4289,4155,13,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Lakhisarai,204.0,3735,3575,9,3735,3575,9,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Madhepura,205.0,4829,4774,17,4829,4774,17,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Madhubani,206.0,7620,7555,33,7620,7555,33,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Munger,207.0,4169,4061,51,4169,4061,51,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Muzaffarpur,208.0,11647,11386,45,11647,11386,45,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Nalanda,209.0,8157,8013,56,8157,8013,56,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Nawada,210.0,4179,4031,23,4179,4031,23,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Patna,212.0,49461,47281,381,49461,47281,381,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Purnia,214.0,9276,9219,23,9276,9219,23,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Rohtas,215.0,6705,6618,45,6705,6618,45,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Saharsa,216.0,6749,6670,12,6749,6670,12,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Samastipur,217.0,5196,5132,34,5196,5132,34,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Saran,218.0,7181,6929,55,7181,6929,55,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Sheikhpura,219.0,2981,2964,13,2981,2964,13,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Sheohar,220.0,1447,1422,1,1447,1422,1,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Sitamarhi,221.0,4381,4272,15,4381,4272,15,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Siwan,222.0,4690,4615,32,4690,4615,32,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Supaul,223.0,5582,5540,18,5582,5540,18,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,Vaishali,224.0,5432,5313,46,5432,5313,46,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Bihar,10.0,West Champaran,211.0,5988,5886,22,5988,5886,22,253934,248210,1405,253934,248210,1405,16678,19658,215,10341291,9946131,149686
03-01-2021,Chandigarh,4.0,Chandigarh,44.0,19881,19280,320,19881,19280,320,19881,19280,320,19881,19280,320,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Balod,646.0,9212,8562,90,9212,8562,90,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Baloda Bazar,644.0,8986,8746,128,8986,8746,128,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Balrampur,649.0,3463,3341,12,3463,3341,12,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Bametara,650.0,4541,4195,54,4541,4195,54,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Bastar,374.0,7588,7327,83,7588,7327,83,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Bijapur,636.0,3984,3935,28,3984,3935,28,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Bilaspur,375.0,18211,17829,194,18211,17829,194,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Dakshin Bastar Dantewada,376.0,5856,5817,16,5856,5817,16,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Dhamtari,377.0,8023,7460,109,8023,7460,109,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Durg,378.0,23029,20884,572,23029,20884,572,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Gariaband,645.0,3980,3901,48,3980,3901,48,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Janjgir Champa,379.0,18835,18385,221,18835,18385,221,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Jashpur,380.0,3419,3232,25,3419,3232,25,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Kabeerdham,382.0,5590,5486,69,5590,5486,69,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Kondagaon,643.0,5010,4951,26,5010,4951,26,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Korba,383.0,16095,15873,111,16095,15873,111,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Koriya,384.0,4788,4610,37,4788,4610,37,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Mahasamund,385.0,8064,7699,117,8064,7699,117,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Mungeli,647.0,3847,3768,24,3847,3768,24,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Narayanpur,637.0,1917,1879,2,1917,1879,2,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Raigarh,386.0,21429,20978,284,21429,20978,284,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Raipur,387.0,53186,49568,726,53186,49568,726,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Rajnandgaon,388.0,18581,17299,172,18581,17299,172,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Sukma,642.0,3734,3669,10,3734,3669,10,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Surajpur,648.0,5808,5376,37,5808,5376,37,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Surguja,389.0,7593,7048,84,7593,7048,84,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Chhattisgarh,22.0,Uttar Bastar Kanker,381.0,6055,5916,57,6055,5916,57,282368,268988,3400,282368,268988,3400,16678,19658,215,10341291,9946131,149686
03-01-2021,Delhi,7.0,Delhi,79.0,626872,611243,10585,626872,611243,10585,626872,611243,10585,626872,611243,10585,16678,19658,215,10341291,9946131,149686
03-01-2021,Dadra and Nagar Haveli and Daman and Diu,26.0,Dadra and Nagar Haveli,465.0,1648,1636,1,1648,1636,1,3365,3323,2,3365,3323,2,16678,19658,215,10341291,9946131,149686
03-01-2021,Dadra and Nagar Haveli and Daman and Diu,26.0,Daman,463.0,1405,1378,1,1405,1378,1,3365,3323,2,3365,3323,2,16678,19658,215,10341291,9946131,149686
03-01-2021,Dadra and Nagar Haveli and Daman and Diu,26.0,Diu,464.0,312,309,0,312,309,0,3365,3323,2,3365,3323,2,16678,19658,215,10341291,9946131,149686
03-01-2021,Goa,30.0,Unknown,,51295,49653,741,51295,49653,741,51295,49653,741,51295,49653,741,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Ahmedabad,438.0,58095,52939,2256,58095,52939,2256,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Amreli,439.0,3796,3687,32,3796,3687,32,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Anand,440.0,2301,2210,17,2301,2210,17,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Aravalli,672.0,1166,1075,26,1166,1075,26,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Banaskantha,441.0,4593,4607,38,4593,4607,38,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Bharuch,442.0,3910,3767,18,3910,3767,18,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Bhavnagar,443.0,5843,5711,68,5843,5711,68,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Botad,676.0,1032,952,13,1032,952,13,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Chhota Udaipur,668.0,873,853,3,873,853,3,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Dahod,445.0,3052,2914,7,3052,2914,7,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Dang,444.0,151,141,0,151,141,0,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Devbhumi Dwarka,674.0,1045,1011,5,1045,1011,5,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Gandhinagar,446.0,8166,7908,105,8166,7908,105,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Gir Somnath,675.0,2345,2181,24,2345,2181,24,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Jamnagar,447.0,10194,10027,35,10194,10027,35,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Junagadh,448.0,4956,4715,33,4956,4715,33,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Kheda,450.0,3001,2900,16,3001,2900,16,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Kutch,449.0,4105,3860,33,4105,3860,33,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Mahisagar,669.0,1953,1851,7,1953,1851,7,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Mehsana,451.0,6740,6550,38,6740,6550,38,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Morbi,673.0,3099,2880,18,3099,2880,18,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Narmada,452.0,1951,1916,1,1951,1916,1,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Navsari,453.0,1588,1549,8,1588,1549,8,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Panchmahal,454.0,4110,3958,21,4110,3958,21,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Patan,455.0,4173,4078,53,4173,4078,53,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Porbandar,456.0,707,696,4,707,696,4,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Rajkot,457.0,20424,19232,193,20424,19232,193,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Sabarkantha,458.0,2822,2680,13,2822,2680,13,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Surat,459.0,49813,47767,967,49813,47767,967,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Surendranagar,460.0,3443,3307,12,3443,3307,12,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Tapi,641.0,1039,1018,6,1039,1018,6,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Vadodara,461.0,25209,23319,236,25209,23319,236,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Gujarat,24.0,Valsad,462.0,1371,1342,9,1371,1342,9,247228,233760,4318,247228,233760,4318,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Bilaspur,375.0,2869,2743,24,2869,2743,24,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Chamba,16.0,2869,2730,49,2869,2730,49,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Hamirpur,17.0,2856,2670,47,2856,2670,47,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Kangra,18.0,7835,7296,190,7835,7296,190,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Kinnaur,19.0,1325,1281,16,1325,1281,16,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Kullu,20.0,4370,4230,82,4370,4230,82,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Lahaul and Spiti,21.0,1246,1194,12,1246,1194,12,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Mandi,22.0,9734,9272,119,9734,9272,119,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Shimla,23.0,10133,9668,257,10133,9668,257,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Sirmaur,24.0,3195,3087,29,3195,3087,29,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Solan,25.0,6484,6118,69,6484,6118,69,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Himachal Pradesh,2.0,Una,26.0,2770,2587,38,2770,2587,38,55686,52876,932,55686,52876,932,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Ambala,58.0,11570,11259,143,11570,11259,143,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Bhiwani,59.0,6265,6106,141,6265,6106,141,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Charkhi Dadri,701.0,1501,1428,25,1501,1428,25,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Faridabad,60.0,45573,45018,403,45573,45018,403,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Fatehabad,61.0,4672,4519,117,4672,4519,117,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Gurugram,62.0,56996,55825,343,56996,55825,343,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Hisar,63.0,16958,16576,319,16958,16576,319,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Jhajjar,64.0,5818,5683,93,5818,5683,93,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Jind,65.0,4755,4545,89,4755,4545,89,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Kaithal,66.0,3770,3684,50,3770,3684,50,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Karnal,67.0,10849,10523,147,10849,10523,147,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Kurukshetra,68.0,8641,8380,127,8641,8380,127,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Mahendragarh,69.0,6586,6537,19,6586,6537,19,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
03-01-2021,Haryana,6.0,Nuh,604.0,1688,1646,30,1688,1646,30,263068,257261,2917,263068,257261,2917,16678,19658,215,10341291,9946131,149686
